username,bio,location,predicted_class,confidence_level,prob_0,prob_1,prob_2,uncertainty_score,target_population,locals_vs_diaspora,person_vs_organization,comments
mountlevnon,advocating for a free maronite state committed to a mediterranean alliance with israel  cyprus and greece.,mount lebanon,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,0,0,1,
mikispitzer,"landscape photographer.
 writer for",israel,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,1,
IsraelTrthPrjkt,championing truth | defending israel | countering misinformation | advocates for peace justice & clarity in the narrative | facts over fiction |,,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,0,
haimetgarr,journalist ch 12 israel tv host     columnist for maariv,,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,1,
AIPAC,strengthening bipartisan support for the u.s.-israel relationship.,,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,0,0,0,
Koral_hazan10,professional footballer for hapoel tel aviv & israel national team,,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,1,
LionsOfZion_ORG,supporting israel and jewish communities worldwide. promoting peace combating falsehoods and spreading the truth. join us in uniting voices for israel.,,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,1,
AiroboticsUAV,"trusted autonomous drones. 
mission critical drone infrastructure for smart cities public safety defense hls and industrial services.",israel usa,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,0,0,0,
vanola1,social media is the platform for sharing individual's knowledge,israel,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,1,
MavIsrael,a non-profit organization of israeli women activists dedicated to ending the occupation. we advocate for peace non-violence and a democratic israel.,israel,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,0,
AlfiGuri,basson player for events and bar mitzvahs,israel-la-ramat gan-respect,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,1,
JISS_Israel,the jerusalem institute for strategy and security (jiss) is a think tank that offers security expertise for a strong israel and united jerusalem.,jerusalem israel,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,0,
KnessetENG,updates from israel’s parliament. for informative purposes only not as a substitute for official statements by the knesset or its units. rt /= endorsements,jerusalem israel,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,0,
CAMERAorg,camera - committee for accuracy in middle east reporting & analysis. media-monitoring & research. follows & rt ≠ endorsement.,usa & israel,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,0,
AdamHoffm,researcher at the center for political research,jerusalem israel,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,1,
acri_online,"association for civil rights in israel (acri)

stay up-to-tweet with israel's oldest and largest human rights ngo.",israel,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,0,
libby_alon,us correspondent for,israel,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,1,
Hadash_org,"חד''ש - החזית הדמוקרטית לשלום ושוויון 
hadash - democratic front for peace and equality",israel,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,0,
AlonPinkas,cos/fp advisor to 1 pm & 4 of israel's best foreign ministers since 70ce. fmr. amb. consul general in ny. played for the arsenal 1979 fa cup final,tel aviv israel,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,2,2,2,משתמש לא קיים
omerdos,phd | spokesperson for the israeli prime minister,israel,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,1,
RegavimEng,regavim is a social movement established to promote a zionist agenda for the state of israel and to protect its resources,israel,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,0,
YaronDeckel,regional director for canada the jewish agency,israel,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,1,
hagigat1,"israel-china-ecuador-israel. sports (football athletics basketball) coffee and mobility
not the bs engineer you'd expect (well not an engineer for start",,0,0.33435089,0.33435089,0.334183257,0.331465853,0.66564911,1,1,1,
EuropeanPan,unapologetically pro-european. promoting the defence of our civilization and advancing a new spirit of european pride!,europe,1,0.335922803,0.331479525,0.335922803,0.332597672,0.664077197,0,0,0,
RapaportShani,diplomat head of,new delhi india,1,0.335922803,0.331479525,0.335922803,0.332597672,0.664077197,1,0,1,
Chaimico,investing in a new generation of start-ups that are plugging online technologies into physical processes and experiences.,tel aviv,1,0.335922803,0.331479525,0.335922803,0.332597672,0.664077197,1,1,1,
IsraelinNewYork,the official twitter account of the consulate general of israel in new york,new york,1,0.335922803,0.331479525,0.335922803,0.332597672,0.664077197,0,1,1,
Czar_9_0,zionist ultranationalist,kingdom of new jerusalem,1,0.335922803,0.331479525,0.335922803,0.332597672,0.664077197,1,1,1,
CampusJewHate,influence academic institutions to oppose jew-hatred by exposing toxic anti-israel climate on their campuses.,manhattan ny,2,0.337596533,0.334282665,0.328120802,0.337596533,0.662403467,0,0,1,
PosenIzzy,british jew. 'small c' british conservatism. europhile. pro-natalism. yiddish/hebrew translator/researcher. maths/physics tutor.,london england,0,0.337934486,0.337934486,0.328119599,0.333945915,0.662065514,0,0,0,
Asher_Senor,american israeli jew.,,0,0.337934486,0.337934486,0.328119599,0.333945915,0.662065514,2,2,2,
aviadsanders,"יהודי- jew. 
רמ במדרשת לינדנבאום. 
נשוי +4
עשיתי לי סימן על המצח שאני משוגע (רב נחמן שם). מחלק טבק בבית כנסת.",,0,0.337934486,0.337934486,0.328119599,0.333945915,0.662065514,1,1,1,
yosgalin02,a jew from jerusalem,jerusalem,0,0.337934486,0.337934486,0.328119599,0.333945915,0.662065514,1,1,1,
EitanChitayat,jew,tel aviv,0,0.337934486,0.337934486,0.328119599,0.333945915,0.662065514,1,1,1,
evagideoncross,"kindle unlimited professional and pole dance enthusiast
jew/zionist",,0,0.337934486,0.337934486,0.328119599,0.333945915,0.662065514,1,1,1,
DrJackBor,latino-jew. columbia university educated psychologist. certificate in bilingual and latino mental health.,,0,0.337934486,0.337934486,0.328119599,0.333945915,0.662065514,1,1,1,
AOC,us congresswoman ny-14. in a modern moral and wealthy society no american should be too poor to live. people-funded takes no lobbyist,bronx + queens nyc,0,0.337942856,0.337942856,0.331565195,0.330491949,0.662057144,0,0,1,
dip3206,observant jew. proud supporter of israel. father of 6.,,0,0.338020045,0.338020045,0.328119259,0.333860696,0.661979955,0,0,1,
skjask,woman with many causes writer jew israeli fighter of extremism. born in exile. cofounder,israel,0,0.338020045,0.338020045,0.328119259,0.333860696,0.661979955,1,1,1,
soren_iverson,new ideas daily. building,los angeles ca,2,0.338338818,0.325777969,0.335883213,0.338338818,0.661661182,0,0,1,
maxkrasny,it always seems impossible until it’s done. mokka founder (ai for talent teams). gett intel capital alum.,nyc,2,0.339741177,0.326120041,0.334138782,0.339741177,0.660258823,0,0,1,
zoharu,owner of zohar urian marketing in love with dodo,israel,2,0.340077673,0.3348537,0.325068627,0.340077673,0.659922327,1,1,1,
ailai1234462,dont love what you see love what yoy feel,israel!!!,2,0.340163668,0.334768144,0.325068188,0.340163668,0.659836332,1,1,1,
zabesrm,spirited free thinking gal who isn’t offended by anything. patriot! love trump tucker & musk!! unapologetically love my country!!,scottsdale az,2,0.340163668,0.334768144,0.325068188,0.340163668,0.659836332,0,0,1,
Adrian081983276,climate optimistski helmet hater higher educated amsterdam beach ibiza and stubaier glacier lover just love life,amsterdam nederland,2,0.340163668,0.334768144,0.325068188,0.340163668,0.659836332,0,0,1,
TENml32,sports is my love !!!,,2,0.340163668,0.334768144,0.325068188,0.340163668,0.659836332,2,2,1,
KaiSaikota,biggest simp in,i love my kamisitos,2,0.340163668,0.334768144,0.325068188,0.340163668,0.659836332,0,0,1,
Eretz_Nehederet,eretz nehederet (a wonderful country) is israel’s no.1 satire show.   למערכונים של ארץ נהדרת לחצו,,2,0.340343882,0.32811425,0.331541868,0.340343882,0.659656118,1,1,0,
OriKatz3,"no solutions only trade-offs.
the mechanical god:",israel,2,0.340343882,0.32811425,0.331541868,0.340343882,0.659656118,1,1,1,
IsraMum,"peace activist (but no useful idiot).
lawyer. angry. true",israel,2,0.340343882,0.32811425,0.331541868,0.340343882,0.659656118,1,1,1,
naomilster,is this it?,tel aviv,1,0.340361701,0.319987393,0.340361701,0.339650906,0.659638299,1,1,1,
1liort,"""fugayzi fugazi. it's a wazi it's a woozi. it's fairy dust.""",world wide,1,0.340361701,0.319987393,0.340361701,0.339650906,0.659638299,1,1,1,
whyeden,it's a metaphor daddy,מנחה הפודקאסט כמעט מפורסמים,1,0.340361701,0.319987393,0.340361701,0.339650906,0.659638299,1,1,1,
msnrsh,peripheral exploration eternally externally internal i get it,jefferson ga,1,0.340361701,0.319987393,0.340361701,0.339650906,0.659638299,0,0,1,
AharoniNurit,it so good to be bad,,1,0.340361701,0.319987393,0.340361701,0.339650906,0.659638299,1,1,1,
Daniella_Se19,hey it's me,ramat gan,1,0.340361701,0.319987393,0.340361701,0.339650906,0.659638299,1,1,1,
awawawhoami,kitten (it/its) investigative journalist hacktivist columnist,st gallen switzerland,1,0.340361701,0.319987393,0.340361701,0.339650906,0.659638299,0,0,1,
Channel4,"channel 4 altogether different since 1982. 
difference starts conversations it makes us laugh makes us feel. it triggers change.",united kingdom,1,0.340361701,0.319987393,0.340361701,0.339650906,0.659638299,0,0,0,
p2c_star75,"| רודף שלום וצדק.פטריוט בכל רמח האיברים |
| 27 שנות ניסיון בעולם ה-it והסייבר |
| סוחר נאסד""ק מושבע | 
| יזם בתחום אנרגיות מתחדשות |",tel avivisrael,1,0.340361701,0.319987393,0.340361701,0.339650906,0.659638299,1,1,1,
Norod78,fooling around with generative machine learning models since before it became mainstream,,1,0.340361701,0.319987393,0.340361701,0.339650906,0.659638299,1,1,1,
Axjindar,"polyglot it security consultant
fullstack developer big data advertisement marketing debianist",root@se.krd,1,0.340361701,0.319987393,0.340361701,0.339650906,0.659638299,0,0,1,
____valkyrie,is it sad? sure. but it's a sadness i chose,,1,0.340361701,0.319987393,0.340361701,0.339650906,0.659638299,1,1,1,
gjmrocker,hi i tweet about vtubers a lot that’s about it. vtuber clipper! sport teams: giants yankees devils knicks trojans!!,,1,0.340361701,0.319987393,0.340361701,0.339650906,0.659638299,2,2,2,לא מצאתי את היוזר שלו
hagayalter,i find it very amusing,,1,0.340361701,0.319987393,0.340361701,0.339650906,0.659638299,1,1,1,
ColIaboRational,"world is complicated wanting it to be simple doesn't make it simple. 

['likes' and rts not necessarily endorsements just interesting in some way]",,1,0.340361701,0.319987393,0.340361701,0.339650906,0.659638299,2,2,2,לא הבנתי אם זה בן אדם או ארגון ומאיפה הוא 
avniyayin,indie web dev | creator of perpetually forthcoming masterpieces | ai webdev game dev seo content | just rolling with it,pt-tlv israel,1,0.340363394,0.320070333,0.340363394,0.339566273,0.659636606,1,1,1,
reglash,author of parallel lines out now!! w/,israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
tulyweisz,mobilizing the faith community in support of israel and against evil.,beit shemesh israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
KobbiShoshani,consul general of israel to midwest india mumbai. married + 3 tedx speakertennis lover  amateur astronomer (dreamer).,mumbai,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,0,0,1,שגריר בהודו או משהו כזה 
Israel,the official x account of the state of israel (yes it’s really us) run by the,jerusalem israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,0,
cabel_eitan,חכ״ל כבר לא יו״ר ועדת הכלכלה. מתגורר בראש העין נשוי לנועה ואב לארבע בנות. chairman of the economic affairs committee - labor party. living in rosh haayin,israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
emmanuelnavon,scholar & practitioner of,israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
drordvash,c.e.o of the local council of mitzpe ramon,israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
LTCPeterLerner,director general of international relations,israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
AmbDaniDayan,chairman of,israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
Golan_yarden,personal account. former chief of staff to israel’s minister of strategic affairs and,israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
SharrenHaskel,deputy minister of foreign affairs of the state of israel,israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
gantzbe,"נשוי לרויטל ואב ל-4 ילדים. שר הביטחון ה-21. הרמטכ״ל ה-20. יו״ר המחנה הממלכתי.israel's 21st minister of defense. 20th idf chief of staff. ""blue & white"" chairman",israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
MattanyaCohen,head of latin america and the caribbean bureau at,israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
hunkydory99,jidf • proud descendant of auschwitz survivor,israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
BrianNReeves,director of strategic relations,israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
fcpii_official,"تبلیغ و احیای دوستی بین مردم ایران و اسرائیل و پیکار با یهودستیزی
promoting friendship between the people of iran & israel and fighting against antisemitism",tehran iran,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,0,0,1,
Robiiin_Hoodx,think of nothing but fighting,israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
IditAbu,ambassador of israel to belgium and luxembourg,,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,0,0,0,
AmbAlKhaja,ambassador of the united arab emirates to israel,,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,0,0,0,
HRM_Israel,מגנים על זכויות פליטים מהגרי עבודה וקורבנות סחר בישראל. safeguarding the rights of refugees migrants and victims of human trafficking in israel.,tel aviv israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
ILMissionVienna,permanent mission of israel to the un osce & intern. organizations in vienna. bilateral:,,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,0,0,0,
zoharalon,startup addict; helping young entrepreneurs build great companies; some call me godfather of cspm w/,tel aviv israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
leonidaltman,graphic designer / cg artist / creator of 'light wrangler' blender addon,israel,1,0.340393169,0.337938931,0.340393169,0.3216679,0.659606831,1,1,1,
